timestamp,temperature,gyro_x,gyro_y,gyro_z,rfid_tag_id,is_anomaly,anomaly_type
2025-01-01 09:03:34,22.14,0.006,-0.008,0.004,NONE,0,Normal
2025-01-01 09:03:42,20.72,-0.006,-0.007,0.006,NONE,0,Normal
2025-01-01 09:04:09,24.57,0.009,0.006,0.004,NONE,0,Normal
2025-01-01 09:04:40,20.38,-0.006,-0.006,-0.003,NONE,0,Normal
2025-01-01 09:04:53,21.68,-0.009,0.007,-0.006,NONE,0,Normal
2025-01-01 09:05:28,22.28,0.008,-0.008,0.0,NONE,0,Normal
2025-01-01 09:06:11,23.49,-0.008,0.01,-0.007,RFID_MAINTENANCE_003,0,Normal
2025-01-01 09:07:06,24.94,0.01,-0.006,0.003,NONE,0,Normal
2025-01-01 09:07:58,20.92,0.006,-0.009,0.007,NONE,0,Normal
2025-01-01 09:08:13,21.52,0.004,0.004,0.003,NONE,0,Normal
2025-01-01 09:09:01,21.98,0.004,0.005,-0.008,NONE,0,Normal
2025-01-01 09:09:45,23.52,0.003,-0.007,-0.004,NONE,0,Normal
2025-01-01 09:10:13,20.82,0.008,0.002,0.002,NONE,0,Normal
2025-01-01 09:11:02,23.05,0.007,0.008,0.003,NONE,0,Normal
2025-01-01 09:11:28,24.7,0.007,-0.006,0.006,NONE,0,Normal
2025-01-01 09:12:06,21.98,-0.008,0.004,-0.002,NONE,0,Normal
2025-01-01 09:12:53,20.65,-0.005,0.002,0.009,NONE,0,Normal
2025-01-01 09:13:07,24.1,-0.005,-0.007,-0.0,NONE,0,Normal
2025-01-01 09:13:38,22.52,0.007,0.005,0.004,NONE,0,Normal
2025-01-01 09:13:56,20.13,-0.005,-0.005,0.005,NONE,0,Normal
2025-01-01 09:14:54,20.96,0.006,-0.008,0.009,NONE,0,Normal
2025-01-01 09:15:44,22.36,0.003,0.001,0.002,NONE,0,Normal
2025-01-01 09:15:49,-4.85,0.003,0.001,0.002,NONE,1,Temperature Drop
2025-01-01 09:15:58,24.66,-0.007,0.009,-0.002,NONE,0,Normal
2025-01-01 09:16:43,21.27,0.006,-0.01,-0.009,NONE,0,Normal
2025-01-01 09:16:49,21.74,-0.004,0.006,0.002,RFID_UNKNOWN_B,1,Unauthorized RFID
2025-01-01 09:16:58,21.74,-0.004,0.006,0.002,NONE,0,Normal
2025-01-01 09:17:49,24.64,0.006,0.007,-0.002,RFID_UNKNOWN_B,1,Unauthorized RFID
2025-01-01 09:17:54,24.64,0.006,0.007,-0.002,NONE,0,Normal
2025-01-01 09:18:09,24.28,-0.005,0.007,-0.009,NONE,0,Normal
2025-01-01 09:18:48,23.61,-0.009,0.008,0.006,NONE,0,Normal
2025-01-01 09:19:02,21.17,-0.009,0.009,-0.001,RFID_SECURITY_002,0,Normal
2025-01-01 09:19:18,24.8,0.003,0.008,0.002,RFID_SECURITY_002,0,Normal
2025-01-01 09:20:07,21.72,0.007,-0.006,-0.001,NONE,0,Normal
2025-01-01 09:20:20,21.95,-0.01,-0.003,0.007,RFID_UNKNOWN_B,1,Unauthorized RFID
2025-01-01 09:20:21,21.95,-0.01,-0.003,0.007,NONE,0,Normal
2025-01-01 09:20:38,20.08,-0.009,-0.009,-0.008,NONE,0,Normal
2025-01-01 09:21:32,22.43,-0.008,0.002,-0.007,NONE,0,Normal
2025-01-01 09:21:39,22.67,-0.002,0.004,0.007,NONE,0,Normal
2025-01-01 09:21:48,20.64,0.001,-0.006,0.0,NONE,0,Normal
2025-01-01 09:22:24,22.96,0.008,0.004,-0.001,NONE,0,Normal
2025-01-01 09:22:45,24.09,0.003,0.004,-0.01,NONE,0,Normal
2025-01-01 09:23:33,24.21,0.004,-0.002,-0.01,NONE,0,Normal
2025-01-01 09:23:48,24.21,-4.974,0.994,2.52,NONE,1,Vault Movement (Major)
2025-01-01 09:23:58,21.87,0.008,0.008,0.008,NONE,0,Normal
2025-01-01 09:24:26,23.83,-0.001,0.008,-0.001,NONE,0,Normal
2025-01-01 09:24:58,23.95,-0.004,0.003,-0.006,NONE,0,Normal
2025-01-01 09:25:37,21.61,-0.009,0.007,-0.007,NONE,0,Normal
2025-01-01 09:25:52,23.62,0.007,-0.005,-0.004,NONE,0,Normal
2025-01-01 09:26:17,22.37,0.006,0.0,-0.008,NONE,0,Normal
2025-01-01 09:27:06,22.3,0.009,0.006,0.004,NONE,0,Normal
2025-01-01 09:27:28,21.43,0.006,0.008,-0.003,NONE,0,Normal
2025-01-01 09:28:25,24.77,-0.002,0.004,-0.005,NONE,0,Normal
2025-01-01 09:28:37,22.54,0.008,0.0,0.002,NONE,0,Normal
2025-01-01 09:29:15,24.95,0.005,0.001,0.002,NONE,0,Normal
2025-01-01 09:29:56,20.83,0.007,-0.005,-0.001,NONE,0,Normal
2025-01-01 09:30:25,23.34,-0.005,0.006,0.01,NONE,0,Normal
2025-01-01 09:30:33,20.46,-0.002,-0.005,0.003,NONE,0,Normal
2025-01-01 09:30:45,20.79,0.003,0.006,0.003,NONE,0,Normal
2025-01-01 09:31:30,24.09,0.002,-0.009,-0.002,NONE,0,Normal
2025-01-01 09:32:17,22.32,0.01,0.004,0.007,NONE,0,Normal
2025-01-01 09:32:54,22.65,-0.006,0.005,0.007,NONE,0,Normal
2025-01-01 09:33:01,23.88,0.006,0.009,-0.001,NONE,0,Normal
2025-01-01 09:33:10,97.37,0.006,0.009,-0.001,NONE,1,Temperature Spike
2025-01-01 09:34:00,22.09,0.001,-0.005,0.002,NONE,0,Normal
2025-01-01 09:34:22,21.38,0.008,0.006,-0.005,NONE,0,Normal
2025-01-01 09:34:42,22.55,-0.004,-0.0,-0.003,NONE,0,Normal
2025-01-01 09:35:17,20.51,-0.006,-0.004,0.002,NONE,0,Normal
2025-01-01 09:36:17,22.7,0.002,-0.008,-0.009,NONE,0,Normal
2025-01-01 09:36:52,23.64,-0.009,0.003,0.001,NONE,0,Normal
2025-01-01 09:37:40,23.07,-0.003,0.006,-0.007,NONE,0,Normal
2025-01-01 09:37:56,22.16,-0.008,0.004,-0.007,NONE,0,Normal
2025-01-01 09:38:26,24.66,0.007,-0.002,-0.005,NONE,0,Normal
2025-01-01 09:38:56,22.27,-0.005,0.008,0.007,NONE,0,Normal
2025-01-01 09:39:26,22.43,-0.006,0.001,0.009,NONE,0,Normal
2025-01-01 09:39:41,20.23,0.002,-0.006,-0.001,NONE,0,Normal
2025-01-01 09:39:59,24.01,0.009,0.003,-0.005,RFID_VAULT_ADMIN_001,0,Normal
2025-01-01 09:40:32,23.96,-0.002,0.007,0.003,NONE,0,Normal
2025-01-01 09:41:19,21.17,0.0,0.001,0.006,NONE,0,Normal
2025-01-01 09:41:39,23.0,0.001,-0.004,0.0,NONE,0,Normal
2025-01-01 09:42:13,21.7,-0.007,-0.001,0.006,NONE,0,Normal
2025-01-01 09:42:41,22.2,-0.004,0.006,-0.009,NONE,0,Normal
2025-01-01 09:43:04,21.12,-0.003,-0.008,0.003,NONE,0,Normal
2025-01-01 09:43:12,24.08,-0.007,-0.004,0.001,NONE,0,Normal
2025-01-01 09:43:33,21.42,0.008,-0.004,0.004,NONE,0,Normal
2025-01-01 09:43:34,-4.92,-0.003,-0.008,0.003,NONE,1,Temperature Drop
2025-01-01 09:44:01,20.68,0.003,-0.001,0.002,NONE,0,Normal
2025-01-01 09:44:21,20.67,0.002,-0.002,-0.003,NONE,0,Normal
2025-01-01 09:45:18,20.58,-0.01,-0.001,-0.009,NONE,0,Normal
2025-01-01 09:45:30,22.66,0.003,-0.002,-0.007,NONE,0,Normal
2025-01-01 09:45:39,21.22,-0.005,0.0,-0.003,NONE,0,Normal
2025-01-01 09:46:02,21.88,0.003,-0.003,-0.007,NONE,0,Normal
2025-01-01 09:46:14,24.9,-0.01,-0.01,0.004,NONE,0,Normal
2025-01-01 09:46:47,22.74,-0.008,0.008,-0.007,NONE,0,Normal
2025-01-01 09:47:03,23.5,-0.005,0.001,0.009,NONE,0,Normal
2025-01-01 09:47:58,20.51,-0.007,0.001,0.009,NONE,0,Normal
2025-01-01 09:48:22,20.02,-0.004,0.002,-0.008,NONE,0,Normal
2025-01-01 09:48:45,22.71,-0.001,0.002,-0.004,NONE,1,RFID Jamming/No Read
2025-01-01 09:48:50,22.71,-0.001,0.002,-0.004,NONE,0,Normal
2025-01-01 09:49:11,-3.49,-0.001,0.002,-0.004,NONE,1,Temperature Drop
2025-01-01 09:49:35,20.37,-0.009,0.004,-0.004,RFID_MAINTENANCE_003,0,Normal
2025-01-01 09:50:27,22.48,0.003,-0.004,0.008,NONE,0,Normal
2025-01-01 09:51:11,20.65,-0.003,-0.007,-0.004,NONE,0,Normal
2025-01-01 09:51:21,20.97,0.005,0.008,-0.005,NONE,0,Normal
2025-01-01 09:51:45,24.75,-0.006,-0.002,0.009,NONE,0,Normal
2025-01-01 09:52:00,23.43,0.003,0.009,0.001,RFID_SECURITY_002,0,Normal
2025-01-01 09:52:10,21.55,0.004,0.005,-0.007,NONE,0,Normal
2025-01-01 09:52:34,24.0,-0.001,0.005,0.002,NONE,0,Normal
2025-01-01 09:53:29,21.07,0.004,0.002,0.001,NONE,0,Normal
2025-01-01 09:53:35,20.01,-0.002,0.0,0.009,RFID_MAINTENANCE_003,0,Normal
2025-01-01 09:54:23,21.73,0.01,0.009,-0.009,NONE,0,Normal
2025-01-01 09:55:02,24.63,-0.009,0.006,0.008,NONE,0,Normal
2025-01-01 09:55:13,24.99,0.01,-0.001,0.007,NONE,1,RFID Jamming/No Read
2025-01-01 09:55:32,21.78,0.008,-0.001,0.006,NONE,0,Normal
2025-01-01 09:55:43,24.99,0.01,-0.001,0.007,NONE,0,Normal
2025-01-01 09:56:13,24.21,-0.003,0.004,-0.005,RFID_SECURITY_002,0,Normal
2025-01-01 09:57:10,22.47,-0.002,-0.006,0.004,NONE,0,Normal
2025-01-01 09:57:50,22.89,0.007,-0.004,-0.001,NONE,0,Normal
2025-01-01 09:58:20,24.31,-0.005,0.007,-0.009,NONE,0,Normal
2025-01-01 09:58:50,23.06,-0.005,-0.008,-0.007,NONE,0,Normal
2025-01-01 09:59:32,23.8,-0.003,0.002,-0.003,NONE,0,Normal
2025-01-01 10:00:14,21.07,0.001,0.003,0.003,NONE,0,Normal
2025-01-01 10:01:04,22.99,-0.006,0.008,0.006,NONE,0,Normal
2025-01-01 10:01:31,20.77,-0.003,-0.004,0.005,NONE,0,Normal
2025-01-01 10:02:07,22.39,-0.003,-0.006,-0.007,NONE,0,Normal
2025-01-01 10:02:57,23.91,-0.001,0.004,-0.0,RFID_UNKNOWN_B,1,Unauthorized RFID
2025-01-01 10:02:58,23.91,-0.001,0.004,-0.0,NONE,0,Normal
2025-01-01 10:03:22,20.14,-0.006,-0.002,-0.002,NONE,0,Normal
2025-01-01 10:03:53,24.03,0.008,0.002,0.008,NONE,0,Normal
2025-01-01 10:03:55,24.08,-0.002,0.009,0.007,RFID_UNKNOWN_B,1,RFID Spamming
2025-01-01 10:04:08,24.08,-0.002,0.009,0.007,NONE,0,Normal
2025-01-01 10:04:21,24.03,0.125,0.251,0.164,NONE,1,Vault Movement (Minor)
2025-01-01 10:04:48,22.4,-0.008,0.002,0.005,NONE,0,Normal
2025-01-01 10:05:29,21.65,0.001,0.005,-0.002,NONE,0,Normal
2025-01-01 10:05:57,83.44,0.001,0.005,-0.002,NONE,1,Temperature Spike
2025-01-01 10:06:18,24.77,-0.007,0.004,-0.004,NONE,0,Normal
2025-01-01 10:06:53,24.72,-0.003,-0.007,-0.003,NONE,0,Normal
2025-01-01 10:07:43,21.4,0.003,0.003,-0.009,NONE,0,Normal
2025-01-01 10:08:10,22.28,0.002,0.004,0.009,NONE,0,Normal
2025-01-01 10:09:10,24.74,-0.01,-0.006,0.004,RFID_SECURITY_002,0,Normal
2025-01-01 10:09:22,21.4,-0.009,0.007,0.005,NONE,0,Normal
2025-01-01 10:09:28,24.39,0.005,-0.0,-0.006,NONE,0,Normal
2025-01-01 10:10:03,20.27,0.001,-0.007,0.005,RFID_UNKNOWN_A,1,RFID Spamming
2025-01-01 10:10:09,20.27,0.001,-0.007,0.005,NONE,0,Normal
2025-01-01 10:10:19,20.22,-0.7,-3.705,0.052,RFID_UNKNOWN_B,1,RFID Spamming
2025-01-01 10:10:21,20.22,-0.7,-3.705,0.052,RFID_SECURITY_002,1,Vault Movement (Major)
2025-01-01 10:10:37,23.95,-0.008,-0.008,0.006,NONE,0,Normal
2025-01-01 10:10:44,20.22,0.008,-0.01,-0.009,RFID_SECURITY_002,0,Normal
2025-01-01 10:10:46,20.22,-0.7,-3.705,0.052,NONE,1,RFID Jamming/No Read
2025-01-01 10:10:59,2.15,-0.008,-0.008,0.006,NONE,1,Temperature Drop
2025-01-01 10:11:23,21.52,0.004,0.001,-0.002,NONE,0,Normal
2025-01-01 10:11:30,23.15,-0.008,0.009,-0.004,NONE,0,Normal
2025-01-01 10:12:23,23.06,0.005,-0.005,-0.004,NONE,0,Normal
2025-01-01 10:13:22,22.57,-0.006,0.004,-0.004,NONE,0,Normal
2025-01-01 10:13:54,24.15,-0.002,-0.004,0.004,RFID_MAINTENANCE_003,0,Normal
2025-01-01 10:14:00,21.9,-0.005,-0.0,0.001,NONE,0,Normal
2025-01-01 10:14:55,23.28,-0.008,-0.005,0.003,NONE,0,Normal
2025-01-01 10:15:17,24.47,-0.003,-0.006,-0.007,NONE,0,Normal
2025-01-01 10:15:35,22.88,-0.0,0.006,-0.009,NONE,0,Normal
2025-01-01 10:15:49,20.2,-0.009,0.001,0.009,NONE,0,Normal
2025-01-01 10:16:30,20.72,-0.0,0.01,-0.009,NONE,0,Normal
2025-01-01 10:16:45,20.59,-0.001,-0.0,0.006,NONE,0,Normal
2025-01-01 10:17:39,20.98,-0.004,-0.008,0.005,NONE,0,Normal
2025-01-01 10:18:37,24.54,0.0,-0.008,0.01,NONE,0,Normal
2025-01-01 10:19:26,20.61,0.008,-0.006,-0.005,NONE,0,Normal
2025-01-01 10:20:00,24.99,-0.003,-0.008,0.01,NONE,0,Normal
2025-01-01 10:20:52,23.36,0.004,-0.007,-0.006,NONE,0,Normal
2025-01-01 10:21:30,21.25,0.002,0.002,0.004,NONE,0,Normal
2025-01-01 10:22:23,21.01,-0.008,0.0,0.007,NONE,0,Normal
2025-01-01 10:23:07,23.55,-0.009,0.01,-0.0,NONE,0,Normal
2025-01-01 10:24:01,20.62,0.003,-0.008,0.003,NONE,0,Normal
2025-01-01 10:25:01,20.45,0.005,0.001,-0.006,NONE,0,Normal
2025-01-01 10:25:39,21.24,-0.005,-0.009,0.004,NONE,0,Normal
2025-01-01 10:26:14,22.16,-0.002,-0.0,-0.001,NONE,0,Normal
2025-01-01 10:26:47,21.11,-0.002,0.002,0.003,NONE,0,Normal
2025-01-01 10:27:07,24.86,-0.004,0.007,0.002,NONE,0,Normal
2025-01-01 10:27:12,23.89,-0.008,-0.003,-0.007,NONE,0,Normal
2025-01-01 10:27:36,23.89,-0.008,-0.003,-0.007,RFID_UNKNOWN_B,1,RFID Spamming
2025-01-01 10:27:54,24.9,-0.009,-0.001,-0.007,NONE,0,Normal
2025-01-01 10:28:34,20.99,-0.0,0.004,-0.001,NONE,0,Normal
2025-01-01 10:28:45,22.09,-0.004,-0.003,-0.003,NONE,0,Normal
2025-01-01 10:29:33,23.89,-0.009,0.009,0.006,NONE,0,Normal
2025-01-01 10:30:12,22.9,-0.006,0.006,0.004,NONE,0,Normal
2025-01-01 10:30:33,23.53,0.009,-0.003,-0.009,NONE,0,Normal
2025-01-01 10:31:26,23.45,-0.002,-0.004,-0.004,NONE,0,Normal
2025-01-01 10:32:06,0.6,-0.003,0.007,0.005,NONE,1,Temperature Drop
2025-01-01 10:32:07,23.66,-0.003,0.007,0.005,NONE,0,Normal
2025-01-01 10:32:43,23.99,0.008,-0.008,0.003,NONE,0,Normal
2025-01-01 10:32:52,21.61,-0.01,0.008,0.004,NONE,0,Normal
2025-01-01 10:33:39,21.18,0.009,0.004,-0.004,NONE,0,Normal
2025-01-01 10:33:49,23.07,-0.008,-0.005,-0.001,NONE,0,Normal
2025-01-01 10:34:17,22.75,0.002,-0.002,0.001,NONE,0,Normal
2025-01-01 10:34:34,24.81,-0.007,-0.003,0.007,NONE,0,Normal
2025-01-01 10:35:31,23.37,0.003,-0.008,-0.004,NONE,0,Normal
2025-01-01 10:35:42,22.43,0.005,0.0,0.007,NONE,0,Normal
2025-01-01 10:35:58,23.37,0.003,-0.008,-0.004,NONE,1,RFID Jamming/No Read
2025-01-01 10:36:21,22.92,-0.002,-0.004,0.001,NONE,0,Normal
2025-01-01 10:36:36,20.73,-0.004,0.007,0.006,NONE,0,Normal
2025-01-01 10:37:33,23.24,-0.003,0.007,0.002,NONE,0,Normal
2025-01-01 10:38:04,23.44,-0.002,0.009,0.001,RFID_SECURITY_002,0,Normal
2025-01-01 10:38:42,23.69,0.007,-0.006,-0.007,NONE,0,Normal
2025-01-01 10:39:01,24.99,0.006,0.008,0.002,NONE,0,Normal
2025-01-01 10:39:28,22.83,-0.0,0.003,0.007,NONE,0,Normal
2025-01-01 10:39:53,23.17,-0.008,0.0,0.01,NONE,0,Normal
2025-01-01 10:40:05,24.79,0.007,-0.008,-0.002,NONE,0,Normal
2025-01-01 10:40:47,24.23,-0.005,0.006,0.003,NONE,0,Normal
2025-01-01 10:41:32,23.64,-0.005,-0.009,0.005,NONE,0,Normal
2025-01-01 10:42:31,23.82,-0.009,-0.006,-0.008,NONE,0,Normal
2025-01-01 10:42:59,24.71,-0.001,0.009,-0.002,NONE,0,Normal
